ID,TAX CODE,BLOCK NUMBER,LOT NUMBER,PAMS PIN,DCA MUNI CODE,MUNICIPALITY,USE GROUP,Use Group Label,DATE ISSUED,TYPE,WORK VALUE,YCOORD,XCOORD,MATCH TYPE
4683,0912,108,8,0912_108_8,0912,WEST NEW YORK TOWN,R-2,Residential (Multifamily),5/6/22,NEW,"30,738,000",40.78419,-74.02015,Geocoded MOD-IV Address
4684,0912,115,7,0912_115_7,0912,WEST NEW YORK TOWN,R-2,Residential (Multifamily),8/9/22,ALT,"278,000",40.78698,-74.02259,MODIV Parcel Centroid Coordinate
4685,0912,126,46,0912_126_46,0912,WEST NEW YORK TOWN,R-2,Residential (Multifamily),7/27/22,NEW,"447,000",40.7881,-74.0199,MODIV Parcel Centroid Coordinate
4686,0912,127,7,0912_127_7,0912,WEST NEW YORK TOWN,B,Business,11/29/22,ALT,"294,800",40.78896,-74.01693,MODIV Parcel Centroid Coordinate
4687,0912,129,32,0912_129_32,0912,WEST NEW YORK TOWN,A-5,"Amusement Parks, Stadiums, and Bleachers",9/22/22,ALT,"5,123,000",40.78911,-74.02071,MODIV Parcel Centroid Coordinate
4688,0912,148,5,0912_148_5,0912,WEST NEW YORK TOWN,R-2,Residential (Multifamily),12/1/22,NEW,"724,000",40.79227,-74.01908,MODIV Parcel Centroid Coordinate
4689,0912,148,6.1,0912_148_6.1,0912,WEST NEW YORK TOWN,R-2,Residential (Multifamily),12/1/22,NEW,"724,000",40.79232,-74.01889,Geocoded Parcel Block
4690,0912,148,6.2,0912_148_6.2,0912,WEST NEW YORK TOWN,R-2,Residential (Multifamily),12/1/22,NEW,"724,000",40.79232,-74.01889,Geocoded Parcel Block
4691,0912,163,12.01,0912_163_12.01,0912,WEST NEW YORK TOWN,R-2,Residential (Multifamily),2/10/22,NEW,"2,506,000",40.79487,-74.01527,Geocoded MOD-IV Address
4692,0912,168.01,7.06,0912_168.01_7.06,0912,WEST NEW YORK TOWN,R-2,Residential (Multifamily),3/11/22,ALT,"250,000",40.78181,-74.00521,MODIV Parcel Centroid Coordinate
4695,0912,168,2,0912_168_2,0912,WEST NEW YORK TOWN,A-5,"Amusement Parks, Stadiums, and Bleachers",4/1/22,ALT,"380,000",40.78221,-74.00984,MODIV Parcel Centroid Coordinate
4696,0912,38,1,0912_38_1,0912,WEST NEW YORK TOWN,U,Utilities and Miscellaneous,11/23/22,ALT,"2,000,000",40.78499,-74.00712,MODIV Parcel Centroid Coordinate
4697,0912,45,28,0912_45_28,0912,WEST NEW YORK TOWN,B,Business,7/20/22,ALT,"502,500",40.78636,-74.01042,MODIV Parcel Centroid Coordinate
4698,0912,48,2,0912_48_2,0912,WEST NEW YORK TOWN,R-2,Residential (Multifamily),1/14/22,NEW,"1,015,970",40.78878,-74.01166,MODIV Parcel Centroid Coordinate
4699,0912,5,32,0912_5_32,0912,WEST NEW YORK TOWN,R-2,Residential (Multifamily),7/25/22,ALT,"309,000",40.78864,-74.00307,MODIV Parcel Centroid Coordinate
4700,0912,50,24,0912_50_24,0912,WEST NEW YORK TOWN,R-2,Residential (Multifamily),7/7/22,NEW,"1,184,000",40.7897,-74.01295,MODIV Parcel Centroid Coordinate
4701,0912,55,53,0912_55_53,0912,WEST NEW YORK TOWN,R-2,Residential (Multifamily),7/12/22,ALT,"400,000",40.7882,-74.01443,MODIV Parcel Centroid Coordinate
4702,0912,56,32,0912_56_32,0912,WEST NEW YORK TOWN,B,Business,1/25/22,ALT,"540,000",40.78856,-74.01502,MODIV Parcel Centroid Coordinate
4703,0912,56,32,0912_56_32,0912,WEST NEW YORK TOWN,B,Business,8/9/22,ALT,"300,000",40.78856,-74.01502,MODIV Parcel Centroid Coordinate
4704,0912,67,9,0912_67_9,0912,WEST NEW YORK TOWN,B,Business,9/23/22,ALT,"314,472",40.78835,-74.01591,MODIV Parcel Centroid Coordinate
4705,0912,71,6,0912_71_6,0912,WEST NEW YORK TOWN,S-1,Storage,11/4/22,NEW,"11,848,000",40.78695,-74.01675,MODIV Parcel Centroid Coordinate
4706,0912,75,1,0912_75_1,0912,WEST NEW YORK TOWN,E,Educational,6/15/22,ALT,"350,450",40.78336,-74.01246,MODIV Parcel Centroid Coordinate
4707,0912,83,6,0912_83_6,0912,WEST NEW YORK TOWN,E,Educational,9/23/22,ALT,"301,000",40.78398,-74.01555,MODIV Parcel Centroid Coordinate
4708,0912,85,33,0912_85_33,0912,WEST NEW YORK TOWN,R-2,Residential (Multifamily),8/23/22,ALT,"350,000",40.78041,-74.01205,MODIV Parcel Centroid Coordinate
4709,1001,12,9.01,1001_12_9.01,1001,ALEXANDRIA TWP,E,Educational,5/4/22,ADD,"4,100,000",40.57274,-75.01289,MODIV Parcel Centroid Coordinate
4710,1001,14,16,1001_14_16,1001,ALEXANDRIA TWP,R-5,Residential (1 & 2 Family Homes),3/28/22,NEW,"721,000",40.5646,-75.05962,Geocoded MOD-IV Address
4711,1001,17.01,11,1001_17.01_11,1001,ALEXANDRIA TWP,F-1,Factory,10/4/22,NEW,"500,000",40.54003,-75.06476,MODIV Parcel Centroid Coordinate
4712,1001,18,24.01,1001_18_24.01,1001,ALEXANDRIA TWP,R-5,Residential (1 & 2 Family Homes),6/22/22,NEW,"522,500",40.5536,-75.04818,Geocoded MOD-IV Address
4713,1001,18,24.04,1001_18_24.04,1001,ALEXANDRIA TWP,R-5,Residential (1 & 2 Family Homes),5/27/22,NEW,"698,000",40.55366,-75.04816,Geocoded MOD-IV Address
4714,1001,21,33,1001_21_33,1001,ALEXANDRIA TWP,R-5,Residential (1 & 2 Family Homes),6/8/22,ALT,"598,490",40.56462,-75.00536,MODIV Parcel Centroid Coordinate
4715,1001,21,38,1001_21_38,1001,ALEXANDRIA TWP,A-4,Arenas and Athletic Facilities,9/15/22,NEW,"680,000",40.56472,-74.97929,Geocoded MOD-IV Address
4716,1001,21,38.09,1001_21_38.09,1001,ALEXANDRIA TWP,R-5,Residential (1 & 2 Family Homes),8/24/22,NEW,"650,000",40.56628,-74.98759,MODIV Parcel Centroid Coordinate
4717,1001,21,38.09,1001_21_38.09,1001,ALEXANDRIA TWP,R-5,Residential (1 & 2 Family Homes),10/11/22,NEW,"711,000",40.56628,-74.98759,MODIV Parcel Centroid Coordinate
4718,1001,21,38.16,1001_21_38.16,1001,ALEXANDRIA TWP,R-5,Residential (1 & 2 Family Homes),9/16/22,NEW,"600,000",40.56692,-74.9849,MODIV Parcel Centroid Coordinate
4719,1001,21,38.17,1001_21_38.17,1001,ALEXANDRIA TWP,R-5,Residential (1 & 2 Family Homes),5/16/22,NEW,"330,000",40.56676,-74.98441,MODIV Parcel Centroid Coordinate
4720,1002,19,3,1002_19_3,1002,BETHLEHEM TWP,B,Business,10/18/22,ALT,"678,300",40.66434,-75.0451,MODIV Parcel Centroid Coordinate
4721,1002,36,31,1002_36_31,1002,BETHLEHEM TWP,R-5,Residential (1 & 2 Family Homes),2/10/22,ADD,"401,600",40.67445,-74.96138,MODIV Parcel Centroid Coordinate
4722,1005,21,32,1005_21_32,1005,CLINTON TOWN,R-2,Residential (Multifamily),7/8/22,NEW,"270,000",40.63849,-74.90467,MODIV Parcel Centroid Coordinate
4723,1005,31,24.02,1005_31_24.02,1005,CLINTON TOWN,R-5,Residential (1 & 2 Family Homes),2/22/22,NEW,"433,500",40.62879,-74.90526,Geocoded MOD-IV Address
4724,1006,30,30,1006_30_30,1006,CLINTON TWP,B,Business,1/12/22,ALT,"400,000",40.64195,-74.86461,Geocoded MOD-IV Address
4725,1006,4.01,8,1006_4.01_8,1006,CLINTON TWP,R-5,Residential (1 & 2 Family Homes),9/26/22,ADD,"259,100",40.65319,-74.80246,MODIV Parcel Centroid Coordinate
4726,1006,79,1,1006_79_1,1006,CLINTON TWP,E,Educational,6/17/22,ALT,"849,330",40.62813,-74.88362,MODIV Parcel Centroid Coordinate
4727,1006,82,4.03,1006_82_4.03,1006,CLINTON TWP,R-2,Residential (Multifamily),6/29/22,NEW,"1,981,480",40.61969,-74.88271,MODIV Parcel Centroid Coordinate
4728,1006,82,4.03,1006_82_4.03,1006,CLINTON TWP,R-2,Residential (Multifamily),9/23/22,NEW,"4,562,567",40.61969,-74.88271,MODIV Parcel Centroid Coordinate
4729,1006,82,4.03,1006_82_4.03,1006,CLINTON TWP,R-2,Residential (Multifamily),9/23/22,NEW,"2,933,340",40.61969,-74.88271,MODIV Parcel Centroid Coordinate
4730,1006,82,4.03,1006_82_4.03,1006,CLINTON TWP,R-2,Residential (Multifamily),9/21/22,NEW,"3,177,785",40.61969,-74.88271,MODIV Parcel Centroid Coordinate
4731,1006,82,4.03,1006_82_4.03,1006,CLINTON TWP,R-2,Residential (Multifamily),9/21/22,NEW,"3,911,120",40.61969,-74.88271,MODIV Parcel Centroid Coordinate
4732,1007,18,24,1007_18_24,1007,DELAWARE TWP,R-5,Residential (1 & 2 Family Homes),1/10/22,ALT,"250,130",40.45671,-74.97724,Geocoded MOD-IV Address
4733,1007,19,9,1007_19_9,1007,DELAWARE TWP,R-5,Residential (1 & 2 Family Homes),2/23/22,ADD,"312,000",40.44934,-74.97267,Geocoded MOD-IV Address
4734,1007,31,5,1007_31_5,1007,DELAWARE TWP,R-5,Residential (1 & 2 Family Homes),3/9/22,ALT,"402,500",40.44026,-74.96856,Geocoded MOD-IV Address
4735,1007,51,5.05,1007_51_5.05,1007,DELAWARE TWP,R-5,Residential (1 & 2 Family Homes),3/30/22,NEW,"1,406,000",40.41356,-74.98645,Geocoded MOD-IV Address
4736,1007,58,12.01,1007_58_12.01,1007,DELAWARE TWP,R-5,Residential (1 & 2 Family Homes),3/30/22,ADD,"296,000",40.36777,-74.94268,Geocoded MOD-IV Address
4737,1009,22,4,1009_22_4,1009,FLEMINGTON BORO,B,Business,6/21/22,NEW,"8,224,000",40.51075,-74.85827,MODIV Parcel Centroid Coordinate
4738,1009,22,4,1009_22_4,1009,FLEMINGTON BORO,R-2,Residential (Multifamily),6/21/22,NEW,"8,000,000",40.51075,-74.85827,MODIV Parcel Centroid Coordinate
4739,1009,48,6,1009_48_6,1009,FLEMINGTON BORO,I-2,Institutional or Group Home,7/8/22,ALT,"522,000",40.50105,-74.85519,MODIV Parcel Centroid Coordinate
4740,1009,48,7,1009_48_7,1009,FLEMINGTON BORO,R-5,Residential (1 & 2 Family Homes),8/29/22,ALT,"275,000",40.50166,-74.8548,MODIV Parcel Centroid Coordinate
4741,1009,49,2,1009_49_2,1009,FLEMINGTON BORO,B,Business,3/23/22,ALT,"312,000",40.50269,-74.85165,MODIV Parcel Centroid Coordinate
4742,1010,29,37,1010_29_37,1010,FRANKLIN TWP,S-2,Storage,5/5/22,NEW,"270,000",40.58258,-74.93604,Geocoded MOD-IV Address
4743,1010,32,3,1010_32_3,1010,FRANKLIN TWP,R-3,Institutional or Group Home,6/27/22,ADD,"530,000",40.57638,-74.88482,Geocoded MOD-IV Address
4744,1010,37,7,1010_37_7,1010,FRANKLIN TWP,E,Educational,6/27/22,ALT,"250,000",40.56564,-74.94748,MODIV Parcel Centroid Coordinate
4745,1011,3,1,1011_3_1,1011,FRENCHTOWN BORO,R-3,Institutional or Group Home,6/23/22,ALT,"652,000",40.53391,-75.06372,MODIV Parcel Centroid Coordinate
4746,1011,43,3.01,1011_43_3.01,1011,FRENCHTOWN BORO,R-5,Residential (1 & 2 Family Homes),9/14/22,NEW,"525,000",40.52702,-75.05256,MODIV Parcel Centroid Coordinate
4747,1012,9,7,1012_9_7,1012,GLEN GARDNER BORO,I-2,Institutional or Group Home,4/1/22,ALT,"2,107,000",40.69686,-74.9438,MODIV Parcel Centroid Coordinate
4748,1012,9,7,1012_9_7,1012,GLEN GARDNER BORO,I-1,Institutional or Group Home,4/12/22,ALT,"1,215,000",40.69686,-74.9438,MODIV Parcel Centroid Coordinate
4749,1012,9,7,1012_9_7,1012,GLEN GARDNER BORO,I-1,Institutional or Group Home,6/6/22,ALT,"410,000",40.69686,-74.9438,MODIV Parcel Centroid Coordinate
4750,1013,21,2,1013_21_2,1013,HAMPTON BORO,R-5,Residential (1 & 2 Family Homes),8/24/22,ADD,"400,000",40.71448,-74.95525,Geocoded MOD-IV Address
4751,1015,22,65,1015_22_65,1015,HOLLAND TWP,R-5,Residential (1 & 2 Family Homes),3/22/22,ADD,"345,130",40.57575,-75.12677,MODIV Parcel Centroid Coordinate
4752,1016,51,43,1016_51_43,1016,KINGWOOD TWP,R-5,Residential (1 & 2 Family Homes),1/1/22,ADD,"385,000",40.4165,-75.05071,MODIV Parcel Centroid Coordinate
4753,1017,1022,18,1017_1022_18,1017,LAMBERTVILLE CITY,R-5,Residential (1 & 2 Family Homes),5/2/22,ADD,"262,478",40.36728,-74.9474,MODIV Parcel Centroid Coordinate
4754,1019,24,6,1019_24_6,1019,LEBANON TWP,E,Educational,7/12/22,ALT,"449,602",40.71748,-74.88496,MODIV Parcel Centroid Coordinate
4755,1019,60,14,1019_60_14,1019,LEBANON TWP,R-5,Residential (1 & 2 Family Homes),9/16/22,NEW,"604,063",40.74976,-74.9296,MODIV Parcel Centroid Coordinate
4756,1020,2801,602,1020_2801_602,1020,MILFORD BORO,R-5,Residential (1 & 2 Family Homes),4/28/22,NEW,"289,000",40.56703,-75.08348,Geocoded Parcel Block
4757,1021,13,7.32,1021_13_7.32,1021,RARITAN TWP,R-5,Residential (1 & 2 Family Homes),1/7/22,NEW,"389,500",40.54432,-74.88953,MODIV Parcel Centroid Coordinate
4758,1021,14.01,3,1021_14.01_3,1021,RARITAN TWP,R-5,Residential (1 & 2 Family Homes),11/30/22,ADD,"402,500",40.54168,-74.88434,MODIV Parcel Centroid Coordinate
4759,1021,15,14,1021_15_14,1021,RARITAN TWP,I-2,Institutional or Group Home,6/29/22,ALT,"500,000",40.53199,-74.86167,MODIV Parcel Centroid Coordinate
4760,1021,16,67.01,1021_16_67.01,1021,RARITAN TWP,S-2,Storage,7/21/22,NEW,"1,969,560",40.54218,-74.85095,Geocoded MOD-IV Address
4761,1021,16,67.01,1021_16_67.01,1021,RARITAN TWP,S-2,Storage,7/21/22,NEW,"1,510,000",40.54218,-74.85095,Geocoded MOD-IV Address
4762,1021,16,67.01,1021_16_67.01,1021,RARITAN TWP,S-2,Storage,7/21/22,NEW,"2,342,978",40.54218,-74.85095,Geocoded MOD-IV Address
4763,1021,22,9,1021_22_9,1021,RARITAN TWP,R-5,Residential (1 & 2 Family Homes),7/29/22,NEW,"453,000",40.52769,-74.89811,Geocoded MOD-IV Address
4764,1021,27,3,1021_27_3,1021,RARITAN TWP,E,Educational,6/2/22,ALT,"647,584",40.51793,-74.8499,MODIV Parcel Centroid Coordinate
4765,1021,27,3,1021_27_3,1021,RARITAN TWP,E,Educational,6/2/22,ALT,"984,016",40.51793,-74.8499,MODIV Parcel Centroid Coordinate
4766,1021,27,3,1021_27_3,1021,RARITAN TWP,E,Educational,7/5/22,NEW,"1,604,102",40.51793,-74.8499,MODIV Parcel Centroid Coordinate
4767,1021,38,1,1021_38_1,1021,RARITAN TWP,M,Mercantile,3/29/22,ALT,"294,000",40.50561,-74.84902,MODIV Parcel Centroid Coordinate
4768,1021,43,12,1021_43_12,1021,RARITAN TWP,A-3,"Churches, Libraries, Arcades, Comm. Halls, Gyms",5/24/22,ALT,"910,400",40.5019,-74.90042,MODIV Parcel Centroid Coordinate
4769,1021,43,5.15,1021_43_5.15,1021,RARITAN TWP,R-5,Residential (1 & 2 Family Homes),10/18/22,NEW,"1,184,000",40.50162,-74.9117,MODIV Parcel Centroid Coordinate
4770,1021,63.01,2.16,1021_63.01_2.16,1021,RARITAN TWP,R-5,Residential (1 & 2 Family Homes),6/23/22,NEW,"412,875",40.48109,-74.87695,Geocoded MOD-IV Address
4771,1021,65,6.02,1021_65_6.02,1021,RARITAN TWP,R-5,Residential (1 & 2 Family Homes),4/26/22,NEW,"250,000",40.49829,-74.86014,Geocoded MOD-IV Address
4772,1021,65,6.03,1021_65_6.03,1021,RARITAN TWP,R-5,Residential (1 & 2 Family Homes),4/26/22,NEW,"250,000",40.49849,-74.86057,Geocoded MOD-IV Address
4773,1021,67,22.07,1021_67_22.07,1021,RARITAN TWP,B,Business,10/12/22,ALT,"350,528",40.49684,-74.85697,MODIV Parcel Centroid Coordinate
4774,1021,71,21.01,1021_71_21.01,1021,RARITAN TWP,B,Business,3/23/22,ALT,"384,500",40.49061,-74.86109,MODIV Parcel Centroid Coordinate
4775,1021,71,8.01,1021_71_8.01,1021,RARITAN TWP,B,Business,1/6/22,ALT,"1,334,245",40.4812,-74.86313,MODIV Parcel Centroid Coordinate
4776,1021,9,17.02,1021_9_17.02,1021,RARITAN TWP,R-2,Residential (Multifamily),2/15/22,NEW,"2,750,000",40.53832,-74.85635,Geocoded MOD-IV Address
4777,1021,9,17.02,1021_9_17.02,1021,RARITAN TWP,R-2,Residential (Multifamily),3/1/22,NEW,"21,929,500",40.53832,-74.85635,Geocoded MOD-IV Address
4778,1021,9,17.02,1021_9_17.02,1021,RARITAN TWP,R-2,Residential (Multifamily),2/15/22,ALT,"2,750,000",40.53832,-74.85635,Geocoded MOD-IV Address
4779,1022,14,29,1022_14_29,1022,READINGTON TWP,R-1,"Hotel, Motel",3/30/22,NEW,"300,000",40.6181,-74.74084,MODIV Parcel Centroid Coordinate
4780,1022,14,29,1022_14_29,1022,READINGTON TWP,R-1,"Hotel, Motel",3/30/22,NEW,"1,282,950",40.6181,-74.74084,MODIV Parcel Centroid Coordinate
4781,1022,29,10,1022_29_10,1022,READINGTON TWP,B,Business,8/30/22,ADD,"329,000",40.6135,-74.77128,MODIV Parcel Centroid Coordinate
4782,1022,30.01,13.01,1022_30.01_13.01,1022,READINGTON TWP,R-5,Residential (1 & 2 Family Homes),8/12/22,NEW,"287,500",40.61226,-74.76742,MODIV Parcel Centroid Coordinate
4783,1022,4,51,1022_4_51,1022,READINGTON TWP,R-2,Residential (Multifamily),1/25/22,NEW,"3,035,482",40.63209,-74.77761,MODIV Parcel Centroid Coordinate
4784,1022,4,51,1022_4_51,1022,READINGTON TWP,R-2,Residential (Multifamily),2/4/22,NEW,"3,033,082",40.63209,-74.77761,MODIV Parcel Centroid Coordinate
4785,1022,48.01,26.23,1022_48.01_26.23,1022,READINGTON TWP,R-5,Residential (1 & 2 Family Homes),7/15/22,ADD,"293,700",40.5979,-74.75107,MODIV Parcel Centroid Coordinate
4786,1022,48,21.01,1022_48_21.01,1022,READINGTON TWP,E,Educational,3/3/22,ALT,"993,555",40.59104,-74.75325,MODIV Parcel Centroid Coordinate
4787,1022,51,24.02,1022_51_24.02,1022,READINGTON TWP,R-5,Residential (1 & 2 Family Homes),3/10/22,ADD,"372,500",40.59569,-74.77811,Geocoded MOD-IV Address
4788,1022,56,3,1022_56_3,1022,READINGTON TWP,B,Business,7/22/22,ALT,"305,000",40.58086,-74.73656,Geocoded MOD-IV Address
4789,1022,64,37.22,1022_64_37.22,1022,READINGTON TWP,R-5,Residential (1 & 2 Family Homes),4/5/22,NEW,"275,000",40.55432,-74.80248,MODIV Parcel Centroid Coordinate
4790,1022,68,9.01,1022_68_9.01,1022,READINGTON TWP,R-5,Residential (1 & 2 Family Homes),9/9/22,ADD,"326,000",40.56733,-74.73354,MODIV Parcel Centroid Coordinate
4791,1023,2,8,1023_2_8,1023,STOCKTON BORO,R-1,"Hotel, Motel",2/2/22,ALT,"890,500",40.40956,-74.98118,MODIV Parcel Centroid Coordinate
4792,1024,11,22.09,1024_11_22.09,1024,TEWKSBURY TWP,R-5,Residential (1 & 2 Family Homes),3/24/22,NEW,"302,600",40.6943,-74.84456,Geocoded MOD-IV Address
4793,1024,31,24.01,1024_31_24.01,1024,TEWKSBURY TWP,R-5,Residential (1 & 2 Family Homes),4/8/22,NEW,"301,915",40.69093,-74.82498,Geocoded MOD-IV Address
4794,1024,31,24.07,1024_31_24.07,1024,TEWKSBURY TWP,R-5,Residential (1 & 2 Family Homes),6/15/22,NEW,"549,300",40.69339,-74.82271,MODIV Parcel Centroid Coordinate
4795,1024,31,24.11,1024_31_24.11,1024,TEWKSBURY TWP,R-5,Residential (1 & 2 Family Homes),4/20/22,NEW,"443,100",40.69453,-74.8205,MODIV Parcel Centroid Coordinate
4796,1024,38,5,1024_38_5,1024,TEWKSBURY TWP,U,Utilities and Miscellaneous,10/12/22,NEW,"329,300",40.6838,-74.75549,Geocoded MOD-IV Address
4797,1024,7.01,3,1024_7.01_3,1024,TEWKSBURY TWP,R-5,Residential (1 & 2 Family Homes),2/1/22,ADD,"877,425",40.72238,-74.73991,MODIV Parcel Centroid Coordinate
4798,1024,7.01,3,1024_7.01_3,1024,TEWKSBURY TWP,R-5,Residential (1 & 2 Family Homes),9/15/22,ADD,"515,700",40.72238,-74.73991,MODIV Parcel Centroid Coordinate
4799,1025,15,20,1025_15_20,1025,UNION TWP,R-5,Residential (1 & 2 Family Homes),3/1/22,NEW,"350,000",40.61981,-75.01044,MODIV Parcel Centroid Coordinate
4800,1025,17,15,1025_17_15,1025,UNION TWP,R-5,Residential (1 & 2 Family Homes),10/28/22,NEW,"664,700",40.35367,-74.85197,Geocoded MOD-IV Address
4801,1025,22,41,1025_22_41,1025,UNION TWP,M,Mercantile,5/25/22,NEW,"720,550",40.63395,-74.96872,MODIV Parcel Centroid Coordinate
4802,1025,22,41,1025_22_41,1025,UNION TWP,M,Mercantile,5/25/22,NEW,"318,000",40.63395,-74.96872,MODIV Parcel Centroid Coordinate
4803,1025,25,30,1025_25_30,1025,UNION TWP,U,Utilities and Miscellaneous,10/25/22,NEW,"255,250",40.61654,-74.95412,MODIV Parcel Centroid Coordinate
4804,1025,30,108,1025_30_108,1025,UNION TWP,U,Utilities and Miscellaneous,5/24/22,ADD,"402,000",40.60473,-74.95608,Geocoded Parcel Block
4805,1026,17,20.08,1026_17_20.08,1026,WEST AMWELL TWP,R-5,Residential (1 & 2 Family Homes),4/12/22,NEW,"293,500",40.36992,-74.89153,Geocoded MOD-IV Address
4806,1026,17,3,1026_17_3,1026,WEST AMWELL TWP,R-5,Residential (1 & 2 Family Homes),2/24/22,NEW,"454,300",40.36669,-74.93086,MODIV Parcel Centroid Coordinate
4807,1026,32,7.04,1026_32_7.04,1026,WEST AMWELL TWP,R-5,Residential (1 & 2 Family Homes),9/14/22,NEW,"1,650,000",40.35548,-74.874,Geocoded MOD-IV Address
4808,1026,32,7.04,1026_32_7.04,1026,WEST AMWELL TWP,U,Utilities and Miscellaneous,9/14/22,NEW,"345,000",40.35548,-74.874,Geocoded MOD-IV Address
4809,1026,36,1,1026_36_1,1026,WEST AMWELL TWP,B,Business,2/14/22,ALT,"1,137,381",40.37339,-74.93643,MODIV Parcel Centroid Coordinate
4810,1026,5,15.04,1026_5_15.04,1026,WEST AMWELL TWP,R-5,Residential (1 & 2 Family Homes),4/8/22,NEW,"585,700",40.3948,-74.91341,Geocoded MOD-IV Address
4811,1101,1,4,1101_1_4,1101,EAST WINDSOR TWP,S-1,Storage,10/13/22,ALT,"280,450",40.28672,-74.56577,Geocoded MOD-IV Address
4812,1101,12,2,1101_12_2,1101,EAST WINDSOR TWP,F-1,Factory,9/19/22,ALT,"814,800",40.28019,-74.5071,MODIV Parcel Centroid Coordinate
4813,1101,14,976,1101_14_976,1101,EAST WINDSOR TWP,E,Educational,5/12/22,ALT,"1,173,650",40.27309,-74.4896,MODIV Parcel Centroid Coordinate
4814,1101,15,1,1101_15_1,1101,EAST WINDSOR TWP,S-1,Storage,12/6/22,NEW,"15,550,000",40.27341,-74.50072,MODIV Parcel Centroid Coordinate
4815,1101,20.01,18.01,1101_20.01_18.01,1101,EAST WINDSOR TWP,B,Business,6/23/22,ALT,"720,800",40.26309,-74.495,Geocoded MOD-IV Address
4816,1101,20.06,6,1101_20.06_6,1101,EAST WINDSOR TWP,B,Business,9/9/22,ALT,"680,430",40.26147,-74.49946,MODIV Parcel Centroid Coordinate
4817,1101,3,7,1101_3_7,1101,EAST WINDSOR TWP,B,Business,10/27/22,NEW,"446,500",40.28544,-74.56464,MODIV Parcel Centroid Coordinate
4818,1101,4,2,1101_4_2,1101,EAST WINDSOR TWP,F-2,Factory,5/6/22,ALT,"278,950",40.28178,-74.56286,MODIV Parcel Centroid Coordinate
4819,1101,5.01,13.01,1101_5.01_13.01,1101,EAST WINDSOR TWP,B,Business,8/18/22,ALT,"1,627,000",40.28039,-74.55369,Geocoded MOD-IV Address
4820,1101,5.01,13.01,1101_5.01_13.01,1101,EAST WINDSOR TWP,B,Business,8/18/22,ALT,"255,000",40.28039,-74.55369,Geocoded MOD-IV Address
4821,1101,5.01,13.02,1101_5.01_13.02,1101,EAST WINDSOR TWP,B,Business,8/18/22,ALT,"1,267,300",40.28058,-74.55407,Geocoded MOD-IV Address
4822,1101,5,3,1101_5_3,1101,EAST WINDSOR TWP,F-1,Factory,10/18/22,ALT,"286,500",40.28644,-74.55604,MODIV Parcel Centroid Coordinate
4823,1101,50.01,1,1101_50.01_1,1101,EAST WINDSOR TWP,B,Business,1/18/22,ALT,"433,751",40.2546,-74.55232,MODIV Parcel Centroid Coordinate
4824,1101,50.03,18.01,1101_50.03_18.01,1101,EAST WINDSOR TWP,B,Business,12/2/22,ALT,"475,000",40.25989,-74.54241,MODIV Parcel Centroid Coordinate
4825,1101,53.04,17,1101_53.04_17,1101,EAST WINDSOR TWP,B,Business,6/15/22,ADD,"1,403,100",40.26756,-74.54178,MODIV Parcel Centroid Coordinate
4826,1101,6.07,14.04,1101_6.07_14.04,1101,EAST WINDSOR TWP,B,Business,3/15/22,ALT,"256,811",40.27717,-74.54219,MODIV Parcel Centroid Coordinate
4827,1101,6.07,15,1101_6.07_15,1101,EAST WINDSOR TWP,B,Business,12/1/22,ALT,"852,500",40.27436,-74.53892,MODIV Parcel Centroid Coordinate
4828,1102,12,2,1102_12_2,1102,EWING TWP,B,Business,4/13/22,ALT,"738,000",40.2379,-74.76044,MODIV Parcel Centroid Coordinate
4829,1102,13.01,9,1102_13.01_9,1102,EWING TWP,B,Business,3/14/22,ALT,"500,000",40.24266,-74.75315,MODIV Parcel Centroid Coordinate
4830,1102,13.01,9,1102_13.01_9,1102,EWING TWP,B,Business,7/21/22,ALT,"598,082",40.24266,-74.75315,MODIV Parcel Centroid Coordinate
4831,1102,13,29,1102_13_29,1102,EWING TWP,S-1,Storage,7/6/22,ALT,"1,206,000",40.24122,-74.7563,MODIV Parcel Centroid Coordinate
4832,1102,21.01,60,1102_21.01_60,1102,EWING TWP,F-1,Factory,8/12/22,ALT,"2,031,000",40.2446,-74.76459,MODIV Parcel Centroid Coordinate
4833,1102,215,129.01,1102_215_129.01,1102,EWING TWP,E,Educational,1/7/22,ALT,"2,179,700",40.27207,-74.76772,MODIV Parcel Centroid Coordinate
4834,1102,215,149,1102_215_149,1102,EWING TWP,B,Business,6/20/22,ALT,"550,000",40.26823,-74.77753,MODIV Parcel Centroid Coordinate
4835,1102,215,38,1102_215_38,1102,EWING TWP,U,Utilities and Miscellaneous,1/11/22,ALT,"955,000",40.26899,-74.77872,MODIV Parcel Centroid Coordinate
4836,1102,215,38,1102_215_38,1102,EWING TWP,B,Business,6/29/22,ALT,"521,690",40.26899,-74.77872,MODIV Parcel Centroid Coordinate
4837,1102,215,38,1102_215_38,1102,EWING TWP,B,Business,9/12/22,ALT,"383,001",40.26899,-74.77872,MODIV Parcel Centroid Coordinate
4838,1102,225.02,51,1102_225.02_51,1102,EWING TWP,B,Business,4/11/22,ALT,"261,962",40.28165,-74.79601,MODIV Parcel Centroid Coordinate
4839,1102,225.02,51,1102_225.02_51,1102,EWING TWP,B,Business,5/9/22,ALT,"1,700,000",40.28165,-74.79601,MODIV Parcel Centroid Coordinate
